,round_epochs,val_loss,val_matthews,val_precision,val_recall,loss,matthews,precision,recall,activation,batch_size,class_weight,dropout,epochs,first_hidden_layer,first_neuron,kernel_initializer,learning_rate,optimizer,second_hidden_layer
0,50,0.06962051644860248,0.8730902671813965,0.9101158380508423,0.8653943538665771,0.06651388629224261,0.8707584738731384,0.9189935922622681,0.8544855713844299,elu,64,,0.2,50,4,6,he_normal,1.0,<class 'keras.optimizers.Adam'>,6
1,200,0.07575301233857597,0.8522063493728638,0.9357771873474121,0.8072814345359802,0.06945779366460746,0.8595486879348755,0.9084057211875916,0.8414022922515869,relu,64,,0.2,200,6,6,normal,10.0,<class 'keras.optimizers.RMSprop'>,2
2,200,0.07040961007655837,0.850377082824707,0.9368669390678406,0.801952600479126,0.06333498325255982,0.87724769115448,0.9268863201141357,0.8598738312721252,relu,64,,0.0,200,6,4,normal,10.0,<class 'keras.optimizers.Adam'>,6
3,50,0.15290096748517587,0.8077422380447388,0.7454838156700134,0.9264424443244934,0.16615271726571634,0.8346953392028809,0.800379753112793,0.9132788181304932,elu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,50,6,4,he_normal,1.0,<class 'keras.optimizers.RMSprop'>,2
4,200,0.07076427960448728,0.8454939723014832,0.9014801979064941,0.8271667957305908,0.06770545945186826,0.8758788108825684,0.9405463337898254,0.8429878950119019,elu,64,,0.2,200,4,4,he_normal,0.1,<class 'keras.optimizers.RMSprop'>,6
5,200,0.1404780998718718,0.8228784799575806,0.7676212787628174,0.9199215173721313,0.15390029057968216,0.8253979086875916,0.7743651270866394,0.9181257486343384,relu,512,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,6,4,he_normal,1.0,<class 'keras.optimizers.RMSprop'>,2
6,50,0.07807963837686531,0.8513738512992859,0.9077916145324707,0.8313366174697876,0.07809028831592464,0.8567652702331543,0.9164532423019409,0.8298377990722656,elu,64,,0.0,50,4,4,normal,0.1,<class 'keras.optimizers.Adam'>,6
7,50,0.695319272239184,0.0,0.08803887665271759,1.0,0.6897586706396163,0.0,0.09260096400976181,1.0,relu,512,"{0: 0.550402853804047, 1: 5.460036607687615}",0.0,50,4,6,normal,0.1,<class 'keras.optimizers.RMSprop'>,2
8,200,0.06852448011672405,0.8643535375595093,0.908465564250946,0.8519841432571411,0.0652107016007797,0.8801836371421814,0.919276237487793,0.8717227578163147,elu,64,,0.2,200,4,4,normal,10.0,<class 'keras.optimizers.RMSprop'>,2
9,50,0.13606861017982985,0.8028931617736816,0.7344338893890381,0.9296170473098755,0.16206695515584724,0.8247786164283752,0.7762914896011353,0.9226778149604797,elu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.0,50,6,6,he_normal,1.0,<class 'keras.optimizers.RMSprop'>,2
10,50,0.07132515705602027,0.8620762228965759,0.9170571565628052,0.839600682258606,0.06575008054181027,0.8687815070152283,0.9040217995643616,0.8667559623718262,elu,64,,0.2,50,6,4,he_normal,10.0,<class 'keras.optimizers.RMSprop'>,6
11,200,0.1438681779108777,0.8023622632026672,0.7387099266052246,0.9282060861587524,0.14881014540988163,0.8203368186950684,0.7654203176498413,0.9309415221214294,relu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.0,200,4,4,he_normal,10.0,<class 'keras.optimizers.Adam'>,6
12,50,0.12566623954795744,0.8432592153549194,0.8108262419700623,0.9200490713119507,0.15894000970299774,0.848406970500946,0.8142415881156921,0.9260928630828857,relu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.0,50,6,4,normal,1.0,<class 'keras.optimizers.RMSprop'>,2
13,200,0.06780958725849497,0.8546571135520935,0.8823381066322327,0.8611993193626404,0.06517018069243141,0.8745517730712891,0.9345805048942566,0.847667396068573,elu,64,,0.2,200,4,4,he_normal,1.0,<class 'keras.optimizers.RMSprop'>,6
14,50,0.1346062053284516,0.8053988218307495,0.7421877980232239,0.9282061457633972,0.14884892289228213,0.8225895166397095,0.7745299935340881,0.9214403033256531,elu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,50,6,6,he_normal,10.0,<class 'keras.optimizers.Adam'>,6
15,50,0.07042206392184303,0.8700729608535767,0.8926291465759277,0.8710117936134338,0.06593583610500361,0.8774755597114563,0.9200238585472107,0.8589622974395752,elu,512,,0.0,50,4,4,normal,10.0,<class 'keras.optimizers.RMSprop'>,2
16,50,0.07430933294843245,0.8551172614097595,0.9153941869735718,0.8286406397819519,0.06739722571635866,0.8724536299705505,0.9291303157806396,0.8501205444335938,relu,64,,0.2,50,6,6,he_normal,10.0,<class 'keras.optimizers.Adam'>,2
17,50,0.2940409775034263,0.7575888633728027,0.7786047458648682,0.7808271050453186,0.2945652656628254,0.7856894731521606,0.8113323450088501,0.8014469742774963,elu,512,,0.2,50,6,6,he_normal,0.1,<class 'keras.optimizers.Adam'>,6
18,50,0.16041535543343077,0.8157374858856201,0.7660574316978455,0.9179767966270447,0.1546302979495638,0.8284757137298584,0.7851445078849792,0.9208837151527405,relu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.0,50,4,6,he_normal,10.0,<class 'keras.optimizers.Adam'>,6
19,50,0.06766513988342361,0.8585450053215027,0.8959687352180481,0.8540564179420471,0.06498763944339934,0.8701549768447876,0.9213314056396484,0.8524670600891113,elu,64,,0.0,50,4,4,normal,10.0,<class 'keras.optimizers.Adam'>,6
20,200,0.12661166869331478,0.8103083372116089,0.7558070421218872,0.908565878868103,0.14347314148849505,0.8235432505607605,0.7665477395057678,0.9247742891311646,relu,512,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,4,6,he_normal,10.0,<class 'keras.optimizers.Adam'>,2
21,50,0.07305718289823754,0.8565287590026855,0.9126039147377014,0.835588276386261,0.06704020529363754,0.8598049879074097,0.9205277562141418,0.8335329294204712,elu,64,,0.2,50,4,4,normal,10.0,<class 'keras.optimizers.RMSprop'>,2
22,200,0.13778981103704974,0.8159498572349548,0.7538295984268188,0.922279953956604,0.16246062119738403,0.8327574729919434,0.7803377509117126,0.9255561828613281,elu,512,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,4,4,normal,1.0,<class 'keras.optimizers.RMSprop'>,2
23,50,0.12640024083318444,0.8386679887771606,0.7930903434753418,0.9199215173721313,0.15580439424834489,0.8246294856071472,0.7699084281921387,0.9219772219657898,elu,512,"{0: 0.550402853804047, 1: 5.460036607687615}",0.0,50,4,6,normal,10.0,<class 'keras.optimizers.RMSprop'>,2
24,200,0.08450860921261119,0.8442217111587524,0.9040312767028809,0.8245401382446289,0.08407387883105447,0.8667775988578796,0.9250835180282593,0.8434361815452576,relu,64,,0.0,200,6,4,he_normal,0.1,<class 'keras.optimizers.RMSprop'>,2
25,50,0.15365808077669038,0.7911494970321655,0.7284911870956421,0.9043241739273071,0.17885808833498507,0.8134639263153076,0.7547013163566589,0.9202846884727478,relu,512,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,50,6,4,normal,1.0,<class 'keras.optimizers.Adam'>,6
26,50,0.5243821109173047,0.5887358784675598,0.5318797826766968,0.7517687678337097,0.5302008833718737,0.5721495747566223,0.5259143710136414,0.7279613614082336,relu,512,,0.2,50,4,6,he_normal,0.1,<class 'keras.optimizers.Adam'>,6
27,200,0.1581501323560464,0.0,0.0,0.0,0.16149657532705963,0.0,0.0,0.0,relu,512,,0.2,200,6,4,he_normal,0.1,<class 'keras.optimizers.Adam'>,6
28,200,0.10900698153906613,0.8409332036972046,0.8109965920448303,0.9031919240951538,0.15326747561183673,0.8478207588195801,0.8016024231910706,0.9297486543655396,relu,512,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,6,4,normal,10.0,<class 'keras.optimizers.RMSprop'>,2
29,50,0.29851247013902915,0.0,0.0,0.0,0.3097514029054654,0.0,0.0,0.0,relu,512,,0.0,50,6,4,normal,10.0,<class 'keras.optimizers.RMSprop'>,2
30,50,0.30885700694615353,0.2211052030324936,1.0,0.056212347000837326,0.31440086412196366,0.2154524177312851,0.9368420839309692,0.05957676097750664,relu,512,,0.2,50,6,6,he_normal,0.1,<class 'keras.optimizers.Adam'>,6
31,50,0.14740937630740059,0.8222007751464844,0.7751876711845398,0.9180649518966675,0.1746411488735204,0.8332282900810242,0.8007404208183289,0.9137948155403137,elu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.0,50,6,6,he_normal,0.1,<class 'keras.optimizers.Adam'>,6
32,200,0.21031395383114432,0.7333055138587952,0.6348212361335754,0.9250314235687256,0.16058185292830515,0.8077234029769897,0.7532379031181335,0.9210395216941833,elu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,4,4,he_normal,10.0,<class 'keras.optimizers.RMSprop'>,6
33,50,0.16505330450590472,0.7824521660804749,0.7006683945655823,0.9340261220932007,0.15983200103691558,0.8290678858757019,0.7838373780250549,0.9254018664360046,relu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,50,6,6,he_normal,10.0,<class 'keras.optimizers.RMSprop'>,2
34,50,0.17213704731007323,0.0,0.0,0.0,0.17621670688096897,0.0,0.0,0.0,relu,512,,0.2,50,4,4,he_normal,0.1,<class 'keras.optimizers.RMSprop'>,6
35,200,0.14089412865491904,0.8170130252838135,0.7556034326553345,0.922279953956604,0.1609058051019996,0.8271921873092651,0.7760602831840515,0.9177058339118958,elu,512,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,4,6,normal,1.0,<class 'keras.optimizers.Adam'>,2
36,50,0.13929736175740182,0.8212944865226746,0.7710427641868591,0.9215923547744751,0.16822993774371434,0.8204511404037476,0.7661741971969604,0.9287915825843811,elu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.0,50,4,6,normal,1.0,<class 'keras.optimizers.Adam'>,2
37,50,0.15418562186853685,0.8004715442657471,0.7332781553268433,0.9170538187026978,0.1545389791393138,0.8415166735649109,0.7929152846336365,0.9280404448509216,relu,512,"{0: 0.550402853804047, 1: 5.460036607687615}",0.0,50,4,4,he_normal,10.0,<class 'keras.optimizers.Adam'>,6
38,50,0.5319590000322388,0.37963080406188965,0.23592467606067657,0.9279990196228027,0.4783550365116303,0.39395931363105774,0.24929691851139069,0.9394246339797974,elu,512,"{0: 0.550402853804047, 1: 5.460036607687615}",0.0,50,6,6,he_normal,0.1,<class 'keras.optimizers.RMSprop'>,2
39,200,0.2223913963243036,0.7579536437988281,0.6815655827522278,0.898432731628418,0.21657634784993643,0.7701279520988464,0.7023230791091919,0.8974369168281555,relu,512,"{0: 0.550402853804047, 1: 5.460036607687615}",0.0,200,6,6,he_normal,0.1,<class 'keras.optimizers.Adam'>,6
40,200,0.07173468025185228,0.8616255521774292,0.8885998725891113,0.8596276044845581,0.06652802678690205,0.8811964988708496,0.9295221567153931,0.8565922975540161,relu,512,,0.0,200,6,4,he_normal,10.0,<class 'keras.optimizers.RMSprop'>,6
41,200,0.06681385911447936,0.8652621507644653,0.899187445640564,0.8625661730766296,0.06522796272108686,0.8783798813819885,0.9139640927314758,0.8753401637077332,relu,64,,0.0,200,6,4,normal,10.0,<class 'keras.optimizers.Adam'>,2
42,50,0.1164703282275773,0.8218080997467041,0.920729398727417,0.7681089639663696,0.12185344118077789,0.8352912664413452,0.9461668133735657,0.7719262838363647,relu,64,,0.0,50,4,6,he_normal,0.1,<class 'keras.optimizers.Adam'>,2
43,200,0.11601413792886833,0.8453245759010315,0.8163440823554993,0.9178445339202881,0.16617859365864984,0.8301398754119873,0.7877732515335083,0.9198002219200134,relu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.0,200,4,4,he_normal,10.0,<class 'keras.optimizers.RMSprop'>,6
44,50,0.08007905130494994,0.8524044752120972,0.9187872409820557,0.814556896686554,0.07815248562001634,0.8506569862365723,0.9322094321250916,0.7999461889266968,elu,512,,0.0,50,6,4,he_normal,1.0,<class 'keras.optimizers.Adam'>,6
45,200,0.6998084919725602,0.0,0.08803887665271759,1.0,0.6983963839040507,0.0,0.09279057383537292,1.0,relu,512,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,4,6,normal,1.0,<class 'keras.optimizers.RMSprop'>,2
46,50,0.15648027557369967,0.7776435613632202,0.7138113379478455,0.8955864906311035,0.1820732005584387,0.7987052202224731,0.7379191517829895,0.909161388874054,relu,512,"{0: 0.550402853804047, 1: 5.460036607687615}",0.0,50,4,4,normal,1.0,<class 'keras.optimizers.RMSprop'>,6
47,50,0.2037105571403674,0.8072059154510498,0.7564311027526855,0.9025619626045227,0.19213958538786408,0.8215749859809875,0.7696455121040344,0.9167842864990234,elu,512,"{0: 0.550402853804047, 1: 5.460036607687615}",0.0,50,6,4,normal,1.0,<class 'keras.optimizers.Adam'>,2
48,50,0.08886886231077644,0.8481836318969727,0.9051839113235474,0.8279352188110352,0.09182368796049166,0.863116443157196,0.9209997653961182,0.8406358361244202,elu,64,,0.2,50,6,4,normal,0.1,<class 'keras.optimizers.Adam'>,2
49,50,0.15519176096811998,0.800603985786438,0.7464016079902649,0.900659441947937,0.17592841101649367,0.8109701871871948,0.7527171969413757,0.9161400198936462,relu,512,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,50,6,6,he_normal,1.0,<class 'keras.optimizers.Adam'>,2
50,200,0.15163028363979333,0.8097372651100159,0.7538595795631409,0.920490026473999,0.17541818352152105,0.8155232667922974,0.7631187438964844,0.9214923977851868,relu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,6,4,normal,0.1,<class 'keras.optimizers.Adam'>,6
51,50,0.7010534070163913,0.0,0.08803887665271759,1.0,0.6986688001706987,0.0,0.054242052137851715,0.6315789222717285,relu,512,"{0: 0.550402853804047, 1: 5.460036607687615}",0.0,50,6,4,normal,10.0,<class 'keras.optimizers.RMSprop'>,2
52,50,0.06975439765893232,0.8565853238105774,0.8922708034515381,0.8468548655509949,0.0643907916181427,0.8891379833221436,0.9308517575263977,0.8697540760040283,relu,512,,0.2,50,6,6,normal,10.0,<class 'keras.optimizers.RMSprop'>,6
53,200,0.12429039600079309,0.0,0.0,0.0,0.1296582834334412,0.0,0.0,0.0,relu,512,,0.0,200,6,6,he_normal,0.1,<class 'keras.optimizers.Adam'>,2
54,50,0.06810222464739196,0.8532712459564209,0.9119488000869751,0.8303602933883667,0.07085899840889712,0.8722397089004517,0.925626277923584,0.849292516708374,relu,64,,0.0,50,4,4,normal,10.0,<class 'keras.optimizers.RMSprop'>,6
55,200,0.7005050737537519,0.0,0.08803887665271759,1.0,0.6983803137661092,0.0,0.0935489758849144,1.0,relu,512,"{0: 0.550402853804047, 1: 5.460036607687615}",0.0,200,4,4,normal,0.1,<class 'keras.optimizers.Adam'>,2
56,200,0.07089127555419235,0.8538433909416199,0.8837404847145081,0.8500629663467407,0.06091865323081124,0.8851673603057861,0.9298713803291321,0.863511860370636,relu,512,,0.0,200,6,6,he_normal,10.0,<class 'keras.optimizers.Adam'>,6
57,50,0.14192376080239,0.8080705404281616,0.7444045543670654,0.9282061457633972,0.1652090250335637,0.8192940354347229,0.7769978046417236,0.9101436138153076,elu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,50,4,4,normal,1.0,<class 'keras.optimizers.RMSprop'>,6
58,50,0.06768262064024744,0.8716683387756348,0.8873772025108337,0.8870558142662048,0.06499580113497147,0.8664893507957458,0.9252454042434692,0.8418470621109009,elu,64,,0.2,50,6,6,he_normal,10.0,<class 'keras.optimizers.Adam'>,2
59,50,0.12338350160148708,0.7920687198638916,0.721036434173584,0.9288674592971802,0.1608760211539045,0.7981151938438416,0.7346701622009277,0.9234077334403992,elu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.0,50,6,4,he_normal,10.0,<class 'keras.optimizers.RMSprop'>,6
60,200,0.07407231697258092,0.8535361886024475,0.8941546082496643,0.8472914695739746,0.07166466043636412,0.8666117191314697,0.9172231554985046,0.8493111729621887,relu,64,,0.2,200,4,4,normal,0.1,<class 'keras.optimizers.RMSprop'>,6
61,200,0.06888198872798278,0.8588261604309082,0.9184765219688416,0.8259444832801819,0.06669429498385653,0.877326488494873,0.9407054781913757,0.8387100100517273,elu,512,,0.0,200,4,6,he_normal,1.0,<class 'keras.optimizers.Adam'>,6
62,200,0.06763705194296155,0.8685806393623352,0.9140841364860535,0.8540564179420471,0.06526983514421796,0.8739083409309387,0.919252872467041,0.8606259822845459,elu,64,,0.2,200,6,4,normal,1.0,<class 'keras.optimizers.Adam'>,6
63,50,0.15375931316032462,0.7987260222434998,0.7292307615280151,0.9340261220932007,0.15459977054517288,0.8220345377922058,0.7753350138664246,0.919265866279602,elu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,50,4,4,he_normal,10.0,<class 'keras.optimizers.Adam'>,6
64,50,0.1494212700255254,0.7975857257843018,0.725178599357605,0.922279953956604,0.1623572977065482,0.8386521339416504,0.7943326830863953,0.9200955629348755,elu,512,"{0: 0.550402853804047, 1: 5.460036607687615}",0.0,50,4,4,normal,10.0,<class 'keras.optimizers.Adam'>,2
65,200,0.1264927679839814,0.8029482960700989,0.7395491003990173,0.9244834780693054,0.14504217289201043,0.8174468874931335,0.7583907246589661,0.9330685138702393,elu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.0,200,6,6,he_normal,10.0,<class 'keras.optimizers.Adam'>,2
66,200,0.07039510389604461,0.8672553300857544,0.902313232421875,0.8569765090942383,0.06776056904623284,0.8701198101043701,0.9181292653083801,0.8474834561347961,elu,512,,0.2,200,4,4,normal,1.0,<class 'keras.optimizers.RMSprop'>,6
67,50,0.1913630880927933,0.806026041507721,0.7620943188667297,0.9035146832466125,0.1954110243463577,0.8131059408187866,0.7841943502426147,0.8919703960418701,relu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.0,50,6,4,he_normal,0.1,<class 'keras.optimizers.Adam'>,2
68,50,0.15036746159821252,0.7811412811279297,0.6967225670814514,0.9255274534225464,0.1497464684691009,0.8277410864830017,0.7738821506500244,0.9240143299102783,relu,512,"{0: 0.550402853804047, 1: 5.460036607687615}",0.0,50,6,4,he_normal,10.0,<class 'keras.optimizers.Adam'>,6
69,50,0.22130266644166072,0.7107429504394531,0.9108465909957886,0.5852539539337158,0.22334068246017674,0.7160811424255371,0.9166135191917419,0.5919229388237,relu,512,,0.0,50,6,6,he_normal,0.1,<class 'keras.optimizers.Adam'>,6
70,200,0.12420834565032407,0.8231997489929199,0.7729700207710266,0.924237847328186,0.15468020584289954,0.8157274127006531,0.7587184906005859,0.9308029413223267,relu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,4,4,normal,1.0,<class 'keras.optimizers.RMSprop'>,2
71,50,0.06986562810655057,0.8689188361167908,0.8922649621963501,0.8754661083221436,0.06627100341104482,0.8645313382148743,0.9246662259101868,0.8364450335502625,elu,64,,0.2,50,6,6,he_normal,10.0,<class 'keras.optimizers.RMSprop'>,6
72,200,0.07332262230922773,0.8624452352523804,0.8836860656738281,0.8719765543937683,0.0634057509370716,0.8835340142250061,0.921204149723053,0.8744122982025146,elu,64,,0.2,200,4,4,normal,10.0,<class 'keras.optimizers.Adam'>,2
73,50,0.6556088530546623,0.0,0.0,0.0,0.6564628626245699,0.0,0.0,0.0,relu,512,,0.2,50,4,4,he_normal,0.1,<class 'keras.optimizers.Adam'>,2
74,200,0.0656395443250997,0.8649505972862244,0.8978772163391113,0.8633157014846802,0.062921445155433,0.8657218217849731,0.9256348609924316,0.8406311869621277,elu,64,,0.0,200,6,4,he_normal,1.0,<class 'keras.optimizers.Adam'>,6
75,50,0.5260326622998949,0.5470632910728455,0.39813387393951416,0.9053794145584106,0.45805961319922184,0.557345986366272,0.4141637086868286,0.9039220213890076,elu,512,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,50,6,4,normal,0.1,<class 'keras.optimizers.Adam'>,6
